"Kanji";"Hiragana";"English"
"列車";"れっしゃ";"train (ordinary)"
"列島";"れっとう";"archipelago, chain of islands"
"レベル";"レベル";"level, rebel, revel"
"レポート";"レポート";"report, paper"
"リポート";"リポート";"report, paper"
"れんが";"れんが";"brick"
"連合";"れんごう";"union, alliance, combination; (noun) RENGO (Japanese Trade Union Confederation)"
"練習";"れんしゅう";"practice, practise"
"レンズ";"レンズ";"lens"
"連続";"れんぞく";"serial, consecutive, continuity, occurring in succession, continuing"
"れんらく";"れんらく";"to contact, to get in touch; (noun) contacting, getting in touch, communication, call, message, connection, coordination, junction; (nouns) intercalary, intercalaris, internuncial"
"老人";"ろうじん";"the aged, old person"
"ろうそく";"ろうそく";"candle"
"労働";"ろうどう";"manual labor, manual labour, toil, work, Labour Party"
"ローマじ";"ローマじ";"Latin alphabet, transliteration of Japanese in ""Roman"" or Latin letters, romanization, romanisation, romaji"
"六";"ろく";"six"
"録音";"ろくおん";"recording"
"ロケット";"ロケット";"locket, rocket"
"ロッカー";"ロッカー";"locker"
"ロビー";"ロビー";"lobby, lounge"
"~ろん";"~ろん";
"ろんそう";"ろんそう";"controversy, dispute"
"ろんぶん";"ろんぶん";"thesis, essay, treatise, paper, article"
"輪";"わ";"counter for wheels and flowers"
"和~";"わ~";
"~羽";"~わ";
"ワイシャツ";"ワイシャツ";"shirt, business shirt, dress shirt"
"ワイン";"ワイン";"wine"
"わが~";"わが~";
"わがまま";"わがまま";"selfishness, egoism, self-indulgence, wilfulness, willfulness, disobedience, whim"
"別れ";"わかれ";"parting, separation, farewell, (lateral) branch, fork, offshoot, division, section"
"わく";"わく";"to grow hot (of water, etc.), to boil, to be in a state of excitement, to get excited, to take place energetically"
"わく";"わく";"to well (up), to gush forth (of water), to spring out, to surge, to appear (esp. suddenly) (sweat, tears, etc.), to hatch (esp. of parasitic insects, etc.)"
"分ける";"わける";"to divide, to separate, to make distinctions, to differentiate (between)"
"わざと";"わざと";"on purpose"
"わずか";"わずか";"only, merely, (a) little, small quantity"
"わすれる";"わすれる";"to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)"
"話題";"わだい";"topic, subject"
"わたくし";"わたくし";"I, me, private affairs, personal matter, secrecy, selfishness"
"わびる";"わびる";"to apologize, to apologise"
"笑い";"わらい";"laugh, laughter, smile, sneer"
"わりあい";"わりあい";"rate, ratio, percentage, proportion, comparatively, contrary to expectations"
"わりあいに";"わりあいに";"comparatively"
"わりざん";"わりざん";"division"
"わりと";"わりと";"relatively, comparatively"
"わりびき";"わりびき";"discount, reduction, rebate, tenths discounted"
"わる";"わる";"to divide, to cut, to break, to halve, to separate, to split, to rip, to crack, to smash, to dilute"
"われる";"われる";"to break, to be smashed, to split, to crack, to fissure, to be torn, to be divided, to cleave, to come to light"
"われわれ";"われわれ";"we"
"わん";"わん";"bay, gulf, inlet"
"わん";"わん";"bowl (porcelain)"
"ワンピース";"ワンピース";"dress"
"あ";"あ";"that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly), that person (used to refer to one's equals or inferiors), over there; (noun) down there (i.e. one's genitals), period, menses; (interjection) hey (expression of surprise or suspicion), eh?; (noun) that (something mentioned before which is distant psychologically or in terms of time)"
"あいさつ";"あいさつ";"greeting, greetings, salutation, salute, speech (congratulatory or appreciative), address, reply, response, revenge, retaliation; (Expressions) a fine thing to say (used as part of a sarcastic response to a rude remark); (Expressions) (orig. meaning) dialoging (with another Zen practitioner to ascertain their level of enlightenment)"
"上がる";"あがる";"to rise, to go up, to come up, to ascend, to be raised, to enter (esp. from outdoors), to come in, to go in, to enter (a school), to advance to the next grade, to get out (of water), to come ashore, to increase, to improve, to make progress, to be promoted, to advance, to be made (of profit, etc.), to occur (esp. of a favourable result), to be adequate (to cover expenses, etc.), to be finished, to be done, to be over, (of rain) to stop, to lift, to stop (working properly), to cut out, to give out, to die, to win (in a card game, etc.), to be arrested, to turn up (of evidence, etc.), to be deep fried, to be spoken loudly, to get stage fright, to be offered (to the gods, etc.), to go, to visit, to eat, to drink, to be listed (as a candidate), to serve (in one's master's home), (in Kyoto) to go north; (Godan) (after the -masu stem of a verb) indicates completion"
"あかんぼう";"あかんぼう";"baby"
"あげる";"あげる";"to raise, to elevate, to do up (one's hair), to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.), to land (a boat), to deep-fry, to show someone (into a room), (uk) to summon (for geishas, etc.), to send someone (away), to enrol (one's child in school) (enroll), to increase (price, quality, status, etc.), to make (a loud sound), to raise (one's voice), to earn (something desirable), to praise, to give (an example, etc.), to cite, to summon up (all of one's energy, etc.), to arrest, to nominate, to give, to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.), to bear (a child), to conduct (a ceremony, esp. a wedding); (intransitive) (of the tide) to come in; (transitive) to vomit; (auxiliary) (after the -te form of a verb) to do for (the sake of someone else); (auxiliary) (after the -masu stem of a verb) to complete; (auxiliary) used after the -masu stem of a humble verb to increase the level of humility"
"アルコール";"アルコール";"alcohol"
"いくら～ても";"いくら～ても";
"いただく";"いただく";"to receive, to get, to accept, to take, to buy, to eat, to drink, to be crowned with, to wear (on one's head), to have (on top), to have (as one's leader), to live under (a ruler), to install (a president)"
"～いん";"～いん";
"うそ";"うそ";"lie, falsehood, incorrect fact, Really!, Unbelievable!, No way!"
"うれしい";"うれしい";"happy, glad, pleasant"
"運転手";"うんてんしゅ";"driver, chauffeur"
"お祝い";"おいわい";"congratulation, congratulations, celebration, festival, congratulatory gift"
"～おき";"～おき";
"起こす";"おこす";"to raise, to cause, to wake someone"
"おたく";"おたく";"your house, your home, your family, your husband, your organization; (nouns) you (referring to someone of equal status with whom one is not especially close)"
"落ちる";"おちる";"to fall down, to drop, to fail (e.g. exam), to crash, to degenerate, to degrade, to fade, to come out (e.g. a stain)"
"おつり";"おつり";"change (i.e. money), balance"
"お祭り";"おまつり";"festival, feast"
"おみまい";"おみまい";"calling on someone who is ill, enquiry, inquiry"
"お土産";"おみやげ";"present, souvenir"
"おる";"おる";"to weave"
"お礼";"おれい";"thanking, expression of gratitude"
"終わり";"おわり";"the end"
"～おわる";"～おわる";
"～か";"～か";
"～かい";"～かい";
"会議室";"かいぎしつ";"conference room, council room"
"～がくぶ";"～がくぶ";
"かける";"かける";"to hang (e.g. picture), to hoist (e.g. sail), to raise (e.g. flag), to sit; (Ichidan) to be partway (verb), to begin (but not complete), to take (time, money), to expend (money, time, etc.), to make (a call), to multiply, to secure (e.g. lock), to put on (glasses, etc.), to cover, to burden someone, to apply (insurance), to turn on (an engine, etc.), to set (a dial, an alarm clock, etc.), to put an effect (spell, anaesthetic, etc.) on, to hold an emotion for (pity, hope, etc.), to bind, to pour (or sprinkle, spray, etc.) onto, to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.), to increase further, to catch (in a trap, etc.), to set atop, to erect (a makeshift building), to hold (a play, festival, etc.); (auxiliary) (after -masu stem of verb) indicates (verb) is being directed to (someone)"
"かたい";"かたい";
"課長";"かちょう";"section manager, section chief"
"かっこう";"かっこう";"each school"
"お金持ち";"かねもち/おかねもち";"rich person"
"かまう";"かまう";"to mind, to care about, to be concerned about, to care for, to look after, to prepare for, to intefere with, to meddle in, to tease"
"かれら";"かれら";"they (usually male), them"
"急";"きゅう";"urgent, sudden, abrupt, sharp, steep, precipitous, rapid, swift, fast; (noun) emergency, crisis, hurrying, haste, (in gagaku or noh) end of a song"
"教育";"きょういく";"training, education"
"～く";"～く";
"くださる";"くださる";"to give, to confer"
"～くん";"～くん";
"けが";"けが";"injury (to animate object), hurt"
"けれど/けれども";"けれど/けれども";
"～けん";"～けん";
"けんか";"けんか";"quarrel, brawl, fight, squabble, scuffle"
"研究室";"けんきゅうしつ";"laboratory, seminar room, professor's office"
"ご～";"ご～";
"高校/高等学校";"こうこう/こうとうがっこう";
"高校生";"こうこうせい";"senior high school student"
"校長";"こうちょう";"principal, headmaster"
"こうむいん";"こうむいん";"government worker, public (civil) servant"
"～ございます";"～ございます";
"ご主人";"ごしゅじん";"your husband, her husband"
"ごぞんじ";"ごぞんじ";"knowing, (an) acquaintance"
"ごちそう";"ごちそう";"feast, treating (someone); (noun) to treat (someone, e.g. to a meal)"
"こと";"こと";"koto (13-stringed Japanese zither), stringed instrument, zheng (Chinese zither), guzheng"
"ごみ";"ごみ";"rubbish, trash, garbage, refuse"
"こむ";"こむ";"to be crowded, to be packed, to be complex; (auxiliary) to go into, to put into, to remain (seated), to be plunged into (silence), to do thoroughly, to do intently, to continue in the same state"
"ごらんになる";"ごらんになる";"to see, to look, to watch, (after the -te form of a verb) try to"
"これから";"これから";"after this"
"コンピュータ/コンピューター";"コンピュータ/コンピューター";
"今夜";"こんや";"this evening, tonight"
"～さま";"～さま";
"さ来月";"さらいげつ";"month after next"
"さ来週";"さらいしゅう";"week after next"
"字";"じ";"section of village"
"しかる";"しかる";"to scold"
"～しき";"～しき";
"（～て）しまう";"（～て）しまう";
"事務所";"じむしょ";"office"
"社長";"しゃちょう";"company president, manager, director"
"じゃま";"じゃま";"hindrance, intrusion"
"じゅうどう";"じゅうどう";"judo"
"食料品";"しょくりょうひん";"foodstuff, groceries"
"人口";"じんこう";"population, common talk"
"新聞社";"しんぶんしゃ";"newspaper company"
"ずいぶん";"ずいぶん";"very, extremely, surprisingly, considerably; (adjectival) contemptible, reprehensible"
"スーパー（マーケット）";"スーパー（マーケット）";
"すく";"すく";"to like, to love, to be fond of"
"スクリーン";"スクリーン";"screen"
"すごい";"すごい";"terrible, dreadful, amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific, to a great extent, vast (in numbers)"
"ステーキ";"ステーキ";"steak"
"すばらしい";"すばらしい";"wonderful, splendid, magnificent"
"すり";"すり";"repairing, mending, servicing"
"～せい";"～せい";
"ぜひ";"ぜひ";"certainly, without fail, right and wrong, pros and cons"
"ぜんぜん";"ぜんぜん";"not at all (with neg. verb), wholly, entirely, completely"
"ソフト";"ソフト";"soft; (noun) soft hat; (noun) software"
"～だい";"～だい";
"大学生";"だいがくせい";"university student, college student"
